domain,sentence
creative,what s going on creative labs ?
creative,"is it a coincidence that i no longer can get any of your nomad zen xtras ( worst name ever ) at best buy and now the 60gb nomad xtra is "" sold out "" or more likely "" discontinued "" at the almighty amazon.com ?"
creative,hmmmmm ....
creative,if you read reviews for the 4 main contenders in this market - the ipod  creative zen  rio karma and iriver ihp - you ll notice that each has their pros and cons ; none are perfect and you should decide whether you want to take to take the plunge now or later .
creative,if your view in life is that you are going to pay $ x00 to get a device then it must be near ideal - ruggedly constructed  fault proof  good product support  easy to use software - then do yourself a favor and do nt buy yet .
creative,all the products have drawbacks and are not mature yet ; if you expect value and reliability then wait a while .
creative,if you are ok paying $ x00 for something that can be used now  but is likely to both get better and cost less in the future then try to determine which device is the lesser of evils for you .
creative,ipod clearly has the most buzz .
creative,great design and looks cool .
creative,most people love the appearance and praise the touch sensitive buttons .
creative,it has a hold button to deactivate the buttons to avoid accidents ; however  enough reviewers have complained that the hold button is easily broken and then the device can t be used .
creative,some of the more geeky ( non-apple type ) reviewers complain that the scrollwheel is annoying after a while and they resent being forced into this apple-like interface .
creative,everyone complains about the non-replaceable battery  yet this is the price of sturdy construction .
creative,ipod can be used as an external disk  and apparently stores files without problem .
creative,"however  the music and data are apparently not separated ; ipod reviewers complain about "" white noise "" in random feedback mode that comes from appointments / contacts created on the ipod during synchronization ."
creative,synchronizing music among computers  if you have more than one  seems to be an issue ; research this before buying if you have multiple computers you want to be synchronized .
creative,reviews for sound quality are generally ( but not universally ) positive .
creative,reviews of apple s support are generally poor ; they seem to address issues in warranty  which covers a short time after delivery / pickup of item .
creative,after that it seems like you re on your own .
creative,"ipod has no stop button ; when new users mention this ipod veterans call it "" unnecessary "" and "" so 20th century "" ."
creative,creative zen feedback suffers from construction quality  poor product support  difficulty of using the scroll wheel and reasonably consistent feedback about problems with the headphone jack .
creative,construction quality is a difficult item .
creative,the zen has a detachable face plate that allows the battery to be replaced .
creative,what is added in functionality ( battery replacement ) detracts in build quality as the face plate is prone to popping off .
creative,drop if just a few inches on a hard surface and the faceplate pops off ( but not if it s in its case ) .
creative,many reviewers say the faceplate simply did nt fit well so they returned the zen .
creative,feedback on creative s product support is universally poor ; this is not limited to the zen  it applies to all the company s products .
creative,the scroll wheel is finicky ; it works most of the time but there is a learning curve for pressing it just right ; new users say they have 50 % - 75 % success rate ; some find it so frustrating that they just return the device .
creative,the creative software is awkward / difficult to use and just plain does nt load on some computers .
creative,enough people have reported that their headphone jack does nt work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem .
creative,"the zen does nt support folders so it is not really a storage device ; even with third party software that "" creates "" folders  documents and programs can t be launched from the zen  so it is not a hard disk  it s a storage device at best ."
creative,the zen has no stop button .
creative,veteran zen users have explained how to stop if that s what you want .
creative,the rio karma feedback suffers from sensitivity in the hard disk .
creative,it seems like movement  even small movement  causes skipping in playback and even the device freezing .
creative,if you plan to carry the device around ( it is a mobile device  right ? ) then this is something you might want to think about .
creative,karma gets consistently good reviews for sound quality and connectivity from its docking device  which has rca output jacks and ethernet jacks for connectivity .
creative,usability ( button usage  feature selection  menu structure  display size and quality ) also has good feedback .
creative,repair seems to be an issue ; some say the repair do nt exist
creative,- you just have to buy a new player .
creative,perhaps because of its smaller user base there is also a lack of accessories .
creative,like the zen  the karma does not support folders and is not designed to be a data storage device .
creative,it only comes in 20gb ; enough for most people  not for those with large collections ripped at high sampling rates .
creative,the karma does have a stop button .
creative,there are nt many reviews for the iriver ihp .
creative,those that have it like it .
creative,the only complaint seems to be that the disk rotation is slow  leading to longer delays in some functions ( playback and even a slow display of the menu ? ) .
creative,otherwise feedback seems to be good .
creative,no comments on reliability  warranty  repairs  accessories .
creative,no-one mentions whether there is a stop button  but the photos do nt show one .
creative,none of these are perfect .
creative,if you have the appetite choose the one that you think has the least deficiencies or is best suited to you .
creative,accept that there will be better devices ( or new generations of these ones ) in a year or two that will cost less .
creative,if that is for you then pay the money  learn from the experience and you ll be a more informed buyer when you buy device # 2 .
creative,if you are nt into paying $ x00 to learn and experiment  or the cons outweigh the pros  then wait a year or so .
creative,but with a low price  comes lower quality .
creative,our special friends at creative gave this thing good sound quality  great features  long battery life  and an unbeatable price .
creative,it lasted about 1 1/2 weeks .
creative,i did nt abuse it  i charged it every day  but the headphone jack just sort of fizzled out .
creative,i tried re-setting it  i tried just about every pair of headphones in my house ( 10 pairs )  and nothing worked .
creative,"so i contacted customer service at creative  but they said  "" if the product seems broken  we cannot help  "" or something to that effect ."
creative,wow .
creative,do nt get me wrong  the thing was like heaven for about a week .
creative,if you want a quality mp3 player  splurge on an ipod .
creative,if you really need to save  buy this thing on amazon  they eventually gave me a full refund .
creative,i bought myself an rca mp3-cd player  and i m happy with that until a cheap  worthwhile mp3 player coomes out .
creative,i bought the player this week and i like it by far .
creative,this is my fourth mp3 player ( creative nomad jukebox2 and 3  rio chie  and this one )  and my third player from creative .
creative,here s something you have to know before you considering about buying this one .
creative,pro : 1 .
creative,removable and cheap battery - a li battery usually works properly for 1-3 years .
creative,my friend has an i-pod for about 2 years and the battery has so so messed up .
creative,his i-pod can only play for a couple of hours with a fully recharging now .
creative,value : comparing data storage with price .
creative,size and style :
creative,the appearance is okayed ( at least not ugly ) .
creative,the size is small ( just a little bit bigger than an i-pod . )
creative,easy to use : a lot of reviews has mentioned about this
creative,con :
creative,the software  mediasource  cannot work on my pc . ( laptop  intel p4-2.0  xp os ) .
creative,a tons of reveiws has reported this problem and the same here .
creative,in fact  each of my creative mp3 players had software problem in the first place .
creative,however  the creative lab did come out new update to fix their software problems .
creative,i am crossing my finger and wish they will fix the problem .
creative,ps : ( mediasource provides similar functions with ms mediaplay such like cd ripping  tagging  music database managing  music file transfering  and more )
creative,"now i use ms mediaplayer  musicmatch ( free downladed )  and "" explorer / my computer / grab files from disk c or d into the player "" to replace the mediasource ."
creative,in short  this player is good at size  value  hardware design but really bad at its software
creative,alright  well i read alot of these reviews  and i read alot of bad and good things about this player .
creative,well to say  i had a very bad history with players .
creative,one broke  one got stolen  and then i bought the riovolt sp - 350 .
creative,if you are planning to buy that player  do not !
creative,that player is a complete piece of sh ***.
creative,i returned it once  then i sent it back  and it is crap .
creative,now getting back to this .
creative,i ordered this player for christmas  and so far i have it for only 2 weeks .
creative,now as others said  so far this player is an awesome player  there are flaws .
creative,the display is awesome  you can see everything you want and read it clearly
creative,huge storage space  i loaded my entire collection of music  which isnt that much  400 songs  and still have 26 gb  out of the 28 provided to you .
creative,( 28 not 30 because software itself takes space ) .
creative,and those songs mostly are 320 kbps.
creative,the sound is awesome  but if u put it too loud  depends on yoursound quality  the sound might crack .
creative,with eax on  you can modify your sound  with 4 different presets  which is pretty good  you can get different variations with it .
creative,5 .
creative,if you use software correctly  put in all the id3 tags  you will get an awesome database collection  from which you can easily access your songs .
creative,you can also search for your song  which is good .
creative,6 .
creative,i dont know what other people are saying  but the software is awesome .
creative,you can easily access ur files  and easily fill in the id3 tags  which can take a while with a big collection of music  but if your not lazy  you will do it without a problem .
creative,and i read today that you can also have online fill out the id3  so its not a problem .
creative,7 .
creative,battery recharge  is an awesome thing  because it recharges in only like 2-3 hours .
creative,8 .
creative,when you turn on your player  the player turns on really fast  and the music continues to play  as you left it when you were turning it off .
creative,9 .
creative,you can manage your profile  change the contrast of backlight  make different type of display  either list or tabbed .
creative,"you can do other different things with it such as choose what kind of "" now playing "" interface  you can see the interface as modern or classical ."
creative,there is an alarm  i still havent used it yet  but it should be good .
creative,there is a clock  and date  which can get helpful .
creative,10 .
creative,the player has firmware  which will remove the glitches  if there are any .
creative,11 .
creative,the music plays awesome  never skips  even if u run for a bit  so you can listen to music without interruption .
creative,the one and most major thing that i was dissapointed with  in this player  is the battery life .
creative,the product manufacturer promised me 14 hours  and what i recieved was 6-8 .
creative,5 hours max. i did it like this
creative,eax on : 6 hours eax off : 8.5 hours
creative,the panel seems like it will come off very easily as other people have said .
creative,you need the software to actually transfer files
creative,the player has its minor glitches like for example when i turn it on  60 percent of the time  it sais  shutting down  which means i have to turn off  and turn it on again  which is not to my likings .
creative,( but as any hard drive  all of them freeze at certain points )
creative,well thats about it  and as people said in earlier previews that the headfone jack gets messed up  stil havent happened to me  and i hope it doesnt .
creative,and also  it s priced very affordably .
creative,with 40gb of storage i have about 7500 songs on the player ( everything music file i have is on there ) with room for about 2500 more .
creative,a similarily priced 15gb ipod would nt have been nearly enough room .
creative,having my entire music collection is great when travelling ( both on plane and car trips ) and i do nt have to decide what to bring or copy onto the player -- it s all there .
creative,having to copy / delete files would be time-consuming and is rendered a non-issue with 40gb of storage .
creative,"the software interface supplied was very easy to use but i went ahead and got red chair s "" notmad "" software because of some advanced features i wanted ."
creative,the sound is great even with the supplied earbuds -- but i find earbuds uncomfortable so i use different headphones .
creative,on planes i use a splitter so two headphones can be plugged in for two people and the sound is equally good .
creative,sound settings can be adjusted for personal preference .
creative,accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive .
creative,possibly the biggest advantage this player has ( if price was nt enough ) is the fact that the user can replace the battery him / herself by opening the lid and popping in the new battery .
creative,since batteries do run out on everything  this will also be a big money-saver since ipods  irivers  rca  dell  all have built-in batteries that need to be replaced by a technician ( apple charges 100 bones for the battery replacement ) .
creative,try before you buy if at all possible : although i am a mac addict now for over a decade and everyone i know has previously bought an ipod  the nomad zen xtra was a far better value and is just as easy to use with regards to both hardware and software interface .
creative,i personally am not crazy about the looks of either the ipod or the nomad .
creative,the ipod s white plastic look / surface does nt suit me .
creative,i like the nomad s color better  but it s not terribly flashy .
creative,the mini ipod s look the best to me -- but with only 4gb there s no way i would ever buy any mp3 player with a measly 4gb of storage .
creative,my advice to mp3 buyers : consider how much storage space you will need  then try and listen before you buy -- mp3 players can only fully evaluated by holding and listening to them .
creative,the pros :
creative,price !
creative,almost half what an ipod would cost you !
creative,i do nt care how it looks and i always drive so the size is not important to me .
creative,sound quality is wonderful  i really like the smart volume sound normalization .
creative,yes the included earphones suck but everyone replaces them anyway .
creative,i quickly got to use to the interface and can find any song / playlist etc fast enough .
creative,i also liked the fact that you can save custom playlist you made on the player not just the computer !
creative,cons .
creative,creative software stinks .
creative,it s horrible .
creative,redchair software makes nice software that allows you to do everything you would want to and more !
creative,the front cover can pop off easily but i always have mine in the case so i did nt notice after first day .
creative,have had the player since xmass and love it !
creative,great sound  very long battery life ( i routinely play it for 12 + hours )  very fast recharges rate  removable battery  storage size  nice screen  firmware updates  and great price .
creative,short warranty ( 3 months  so i got the extended warranty at best buy )  occasional freeze up ( easily fixed by popping out battery )  somewhat flimsy navigation wheel .
creative,neutral :
creative,i did nt even try the included software .
creative,i just bought notmad manager ( $ 25 ) and file transfers are easy drag and drop  songs stored by id3 tags not by folders  needs to have software on computer to transfer files  no window on case ( nice case otherwise .
creative,this is an excellent player  especially for the price  with features that are comparable to and even excel the ipod .
creative,for a price that s still less than even the lowest level ipod i was able to get this 40gb monster  and the best part is it works as great as it was advertised to and then some .
creative,here are the pros and cons ( few there are ) in detail :
creative,look / design :
creative,the system is terrific in size and design  imo looking better than the ipods .
creative,it s bigger  but people have grossly exaggerated the size differences - it s only about half an inch longer and 1/3 inch thicker than the new-generation ipods .
creative,it s very solidly built  and has a nice dense feel to it .
creative,i find all of the controls well-placed and not flimsy in the least .
creative,the scroll wheel is better than the ipod s as well  in that you do nt risk giving yourself a cramp running your thumb around in circles endlessly - just a small nudge of the finger and you re there .
creative,the screen s large and easily read .
creative,the only beef i can raise in this regard is the pop-off face  that sometimes comes off a bit easily  but besides that it s perfect .
creative,sound : exceptional  though i can t really compare it to the ipod .
creative,from what i ve heard it s at least equal .
creative,like others have mentioned  you can manage to hear new things in songs even though they re on lower bit levels .
creative,there s no so-called background hiss that i ve noticed  at least so far .
creative,interface - practically seamless .
creative,songs are recognized automatically by id3 tags  which at first i was against since i had organized my files by folder with a previous player from iriver .
creative,yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy .
creative,it s a dedicated music playing device  anyway  so this serves it better .
creative,you can find any song quicky by an artist  album  or genre search .
creative,playlists can be generated on the fly ( which is a bit clunky but still a really nice bonus ) or by using the software  and there are a bevy of eq options .
creative,the only thing missing is an option to adjust the balance .
creative,as i mentioned before  the creative mediasource software is actually really robust despite what others have said  though notmad may still work better .
creative,the in-program id3 tag editing is a strong point  as well .
creative,it was no problem for me to use their software .
creative,some may complain that there s no drag-and-drop capability  but what they should realize is that this is mainly a portable music player  not a computer accessory or hard drive .
creative,the software and design are geared towards enhancing the music experience .
creative,overall  i m giving this 5 stars as i ve seen nothing of the problems people have repeatedly cried havoc over  but as i ve only had the player for a while i leave room for doubt if the headphone jack  hissing  or scroll wheel problems show up with me too .
creative,so far  however  i m a very happy customer .
creative,please consider this much superior piece of equipment before plopping down half a grand for an ipod .
creative,do nt buy this player .
creative,i recently bought this after my archos 20 multimedia self-destructed ( do nt get me started on that piece of junk ! ) and expected it to be flawless .
creative,"unfortunately  after loading 280 + songs  all i get now is "" player either not connected or busy . """
creative,it will not load any further songs on and customer service has no idea what to do .
creative,do not buy this product --
creative,i took perfect care of this player and still it died in the week after the lousy 90 day warranty ended .
creative,nearly 4000 songs went up in smoke .
creative,the software is not good either and the driver has trouble working with other sound blaster products  which is very dumb .
creative,ok  im writing yet another review  about a week from my previous one .
creative,honestly  i love this player .
creative,one horrible flaw  or mayybe more than one .
creative,once again  the sound is awesome  the batterly life is only 6-8 hours  and that is because all my music is 320 kbps which does affect the battery life .
creative,ok so i donno about what other people said  how the player breaks and stuff  and the headfone jack  fortunately that did not happen to me .
creative,however  my hard drive did fail  and i have not dropped it once .
creative,therefore im saying im returning it right now  and i will see wat happens with my next zen xtra ( same replacement ) .
creative,if that one fails too  and i hope if it does  let it happen in the first 90 days  not later  cuz thats the warranty .
creative,if it does  ill give up .
creative,basically wat happened  is that the hard drive failed .
creative,thats it .
creative,i cant do anything about it  and i have to send back .
creative,the only good thing about this whole process  is that im getting like a 34 dollar amount back  because of the price difference between when i bought it  and now .
creative,basically u can see that i have given the player 3 stars  instead of 1 .
creative,you know why ?
creative,because other people that complain about this player are talking bull  this player is awesome  it just breaks fast  which is horrible .
creative,now honestly  i love this player  but with all seriousness  i would not recommend it to other people  because of the breakdown flaw. and i honestly would not recomment the people of the ipod  that crap sucks big donkey ..... never mind .
creative,i hope my next player doesnt breakdown . .
creative,honestly  the best players without any flaws were the goddam cd players .
creative,this is all i have to say .
creative,every time nomad thinks the file is corrupt the os freezes .
creative,the only way to recover is to plug the power cord and go into recovery mode .
creative,so if you happen to be out of the house and you have a frozen os you can t use nomad until you get home .
creative,after os froze twice on me in the subway i returned the jukebox .
creative,the reviews of this product can be roughly divided into two groups : ( 1 ) those who have had the product for a few weeks and ( 2 ) those have had the product for a few months .
creative,those who have had the nomad for a few weeks are mostly thrilled with it .
creative,the price is way below an ipod of the same size .
creative,the nomad is only sligtly larger than an ipod .
creative,the sound quality is very good .
creative,the controls are somewhat harder to use  and there are some oddities about the software tagging system  but most people can live with this .
creative,because of the large capacity of the nomad  owners can load hundreds of cds on to it .
creative,for most people  they can carry around all or almost all of their music collection .
creative,they fall in love with the product .
creative,and then it breaks .
creative,usually around the time the 90 day warranty expires .
creative,typically  the problem is the headphone jack -- it was for me and many others .
creative,the nomad is sent back to creative labs .
creative,they decide that the owner was responsible for the damage and so even if it is returned within the warranty period  creative will charge you to fix it .
creative,in my case  the bill was $ 81  about a third of what i paid for it .
creative,like many others  i had not abused the product  and had tried to take care of it .
creative,if my level of care was nt good enough  i had to expect that even if i paid to have it fixed it would break again in a month or two .
creative,the headphone jack seems to be a major problem .
creative,the one other thing i observed while i had the nomad is that the front cover  which is taken off to have access to the battery  seemed to come undone very easily .
creative,the headphone jack failure seems to occur just about when the warrranty period is to expire .
creative,even if it has nt expired  creative is likely to claim that the owner caused the damage which in turn voids the warranty .
creative,and most stores will not take back a product 90 days after purchase .
creative,this means that you will have the nomad long enough to load a lot of music on to it  and get used to having it .
creative,so when it breaks  as it will  you will find yourself very disappointed and depressed at the loss of the nomad .
creative,you will find it very hard or impossible to get you money back .
creative,you will have a very expensive paperweight .
creative,there are not a lot of good options out there .
creative,most people say buy an ipod  but they are pretty expensive and also require you to send the product back to the factory just to replace the battery .
creative,my suggestion is to wait to see how the market develops .
creative,maybe creative will come out with a better design  although it will be hard for me and its other customers to trust it again .
creative,maybe more competitors will bring out similar products .
creative,and maybe the answer is to buy an ipod .
creative,whatever you do  do nt buy this product .
creative,you will be sorry if you do .
creative,i am a soldier serving in baghdad right now .
creative,i bought the nomad when i went home on leave and it worked great for about a month .
creative,the other day when i was listening to a song  it locked up and will not do anything now .
creative,it says i have a harddisk problem .
creative,and since i m out here i can t mail it back under my 90 days and they wo nt help me out cause they say that the conditions here are not covered under the warranty .
creative,it worked good for a while .
creative,it did lock up on me a couple of times .
creative,and then it just froze and now i m out $ 300 for their piece of junk .
creative,i first bought a 6 gig nomad jukebox ( original ).
creative,unfortunatly it was dropped and damaged a year after i bought it .
creative,the batteries would not charge .
creative,so i took it back to best buy where i bought it and exchanged it for a newer zen 20 gig model .
creative,in that model the hard drive just died one morning before my class .
creative,it s nothing major  just a bad hard drive  any hard drive mp3 player can have that problem .
creative,so rule of thumb  no matter what you end up buying  get the extended warranty !
creative,it always pays off .
creative,hope i ve been of some help .
nikon,this camera is perfect for an enthusiastic amateur photographer .
nikon,the pictures are razor-sharp  even in macro .
nikon,the manual does a fine job filling in any blanks that remain .
nikon,the auto-focus performs well  but i love having the 12 optional scene modes - they are dummy-proof  and correspond to many situations in which i would actually seek to use the camera .
nikon,comes with a 16 mb compact flash and one rechargable battery the charging unit  included  is fast and small .
nikon,i bought a 256 mb cf and a second battery  so it s good to go on a long vacation .
nikon,i enthusiastically recommend this camera .
nikon,i got my camera three days back  and although i had some experience with digital cameras prior to purchasing this one  i still rate myself as a beginner .
nikon,i bought this camera because it fit my budget and the pre-production and production model reviews were positive .
nikon,in the auto mode it functions basically as a point and click  the scene modes are very easy to use and produce good results .
nikon,the manual mode is feature rich and i can t wait to get the hang of it .
nikon,the macro mode is exceptional  the pictures are very clear and you can take the pictures with the lens unbelievably close the subject .
nikon,the battery life is very good  i got about 90 minutes with the lcd turned on all the time  the first time around  and i have been using it with the lcd off every now and then  and have yet needed to recharge it .
nikon,the camera comes with a lexar 16mb starter card  which stores about 10 images in fine mode at the highest resolution  i intend to buy a bigger card soon .
nikon,i love photography .
nikon,i had an older camera that was simply a point and shoot camera .
nikon,i needed something with more power  so i bought a nikon coolpix 4300 .
nikon,i fell in love with this camera  it combines ease of use  with an immense amount of options and power .
nikon,you can use the scene modes  or fine tune the options  i. you can change the iso level  shutter speed  etc.
nikon,this camera is ideal for people who want more power  but do nt want to spend 1000s dollars on a camera .
nikon,i bought coolpix 4300 two months after i had bought canon powershot s400 .
nikon,reason for two ?
nikon,it was not easy sharing one with my teen age kid .
nikon,the two cameras are very similar in functionality and pricing .
nikon,i ve had no problem with canon whatsoever .
nikon,with nikon  although picture qualities are as good as any other 4 mp cameras  i ve had the following headaches ;
nikon,1 . pictures wo nt transfer to pc directly from the camera using the included transfer cable .
nikon,i did everything i could  and it took many days of frustration before concluding that the only way to transfer to pc is with the card reader .
nikon,card reader is included .
nikon,2 . the speed is noticeably slower than canon  especially so with flashes on .
nikon,3 . with low battery  it twice wiped out the entire pictures in the memory chip .
nikon,i used lexar 256 mb and i still use it which means nothing is wrong with lexar .
nikon,be very careful when the battery is low and make sure to carry extra batteries .
nikon,the other reviewers have clearly pointed all the good things about this camera  which i do agree .
nikon,but there are certain issues might be they are to me here - all of them are minor; not major ones though 
nikon,. this camera keeps on autofocussing in auto mode with a buzzing sound which can t be stopped .
nikon,would be really good if they have given an option to stop this autofocussing .
nikon,". if you want to have the date ; time on the image  its only through their software "" nikon view "" which reads the images date ; time from the images meta-data ."
nikon,so if you use your card reader ; copy images - you got to onceagain open them through their software to put the date ; time .
nikon,in that too  there is nt a direct way to add date ; time - you got to say  print images  to a different directory in which there is an option to specify the date ; time .
nikon,. even the slightest of the shakes totally distorts your image
nikon,. images taken indoor were nt so clear .
nikon,you got to have flash  on  to get it eventhough your room is well lit
nikon,. lens cap is a really annoying
nikon,. go ; get a high speed like lexar 12x or higher cf card .
nikon,"else with simpler viking cf cards  it takes couple of seconds to write a picture with approximately "" fine **"" picture quality  "" image size : 1600 ."
nikon,. the movie clips taken will always have some  noise  in it - you can t avoid that .
nikon,but overall this is a good camera with a  really good  picture clarity ; an exceptional close-up shooting capability .
nikon,i would rate this is 4.5 stars picture quality ; image size defined above are specific to nikon coolpix .
nikon,within a year  there are problems with my menu dial knob .
nikon,it became stucked which makes it almost impossible to switch between modes .
nikon,i send my camera to nikon for servicing  took them a whole 6 weeks to diagnose the problem .
nikon,worse of all  they claim that it s some kind of internal damage and refuse to cover the cost via warranty !
nikon,they would nt repair my camera unless if i pay $ 100 for parts ? and labor !
nikon,it is a good camera in terms of the function and quality  but take your chance with it because nikon absolutely sucks when it comes to customer service .
nikon,"got a "" system error "" problem 30 days after purchase ."
nikon,made the camera totally inoperable .
nikon,also  the lens cap design is flawed .
nikon,you have to manually take the cap off in order to use it .
nikon,audio on video also lacking .
nikon,otherwise  it takes very good pictures ; shutter delay is nt so bad either .
nikon,still  had to send it back to nikon for repair .
nikon,i am an amateur photographer and here is a piece of advise to all the folks who are thinking about making a move the digital world .
nikon,nikon 4300  i feel  is the best camera out there for the features and price .
nikon,here were my requirements in a digital camera :
nikon,"1 . i had initially thought of buying a 2 or 3 megapixel camera but these are good for 4x6 "" or 5x7 "" prints and i wanted some really great 8x10 "" photos once in a while ."
nikon,2 . i did not want a very small camera as it seems to get lost in my hands and i was nt comfortable with that .
nikon,i wanted a decent sized camera with a contour for my fingers to hold it steadily .
nikon,3 . i wanted a camera that had a lot of built-in settings for different types of suroundings while giving me an option to use my photography skills although  i am an amateur with an interest in photography by turning on the manual settings .
nikon,4 . and  of course  i wanted a respected brand and had to stay within my budget because i had bought an expensive camcorder before but had nt used it much .
nikon,depending on all the above requirements  i had narrowed down my search to nikon 4300 and canon powershot s400 models .
nikon,nikon got the final nod for its settings auto and manual along with movie modes  medium; compact size  price  brand name  good software that is included and previous reviews .
nikon,i should say i have been very happy with my decision ever since .
nikon,the pictures are absolutely amazing - the camera captures the minutest of details .
nikon,a few things that might make it even better :
nikon,1 . pictures taken in an indoor setting are a little dull and rarely hazy if you tend to take photographs from a distance .
nikon,3 . the pictures come out hazy if your hands shake even for a moment during the entire process of taking a picture .
nikon,all the above  i think  are problems with all the digital cameras out there and so i have no major complaints .
nikon,try to buy a tripod and that should solve some of those problems .
nikon,whichever camera you buy  add upto about 200 dollars for an additional memory card i bought a 256 mb card  usb card reader  camera bag and the warranty .
nikon,and finally  get your pictures developed at a kodak picture maker machine even though it costs you a little extra - no one can beat kodak processing in terms of clarity and brightness .
nikon,hope this review has helped you in making up your mind .
nikon,i have taken about 150 photographs so far and have absolutely loved the experience .
nikon,i am looking forward to my vegas trip for some great photographs now .
nikon,with our compact 35mm broken  and a vacation in europe at hand  i finally decided to enter the digital age .
nikon,i first intended to buy the 3100  but am really happy to invest the extra money for the 4300 .
nikon,the lense is a lot better  and the 4mb produce fantastic pictures .
nikon,"the possibilities with auto  manual  and the very helpful "" scene "" mode  which offers 11 optimized situational settings like portrait  landscape  beach / snow  sunset etc.  are endless ."
nikon,the movie mode is also working great .
nikon,the 4300 comes with excellent easy to install software i use it on xp and win98 without problem  battery charger  usb and video cable .
nikon,"a 64mb flash card camera comes with a 16mb holds 52 pictures on "" normal "" resolution ."
nikon,i experimented with online print ordering with the two major us brick and mortar retailers  and they both delivered great results .
nikon,"even at the "" normal "" setting  a 8x10 print ! shows not a single sign of visible rendering or pixels - you could never tell that the picture has been taken by a "" digital "" ."
nikon,the battery life is ok  but can be somewhat short when working a lot with the monitor on .
nikon,"i therefore bought a second battery as a backup  and due to the lightingfast charging with the included charger  which by the way works on 110v as well as 220v in europe  we ran never out of "" juice "" ."
nikon,i highly recommend the accessory kit  which provides you with everything else you need :
nikon,a nice camera bag  which holds camera plus all the cables and the charger .
nikon,"furher it contains a card reader  a flash card folder for up to 8 cards  a lense cleaning rag  and an ac adapter  which is very helpful when working in an "" outlet environment "" ."
nikon,over all a fantastic very compact camera  which made us experience photography on a totally new level !
nikon,after reading all the glowing review on this camera  i went to my local camera shop to try one .
nikon,i currently own an olympus d-550 which takes wonderful outdoor pictures .
nikon,however  indoor pictures of subjects more than a few feet away can be blurry or grainy .
nikon,anyway  in the store  i tried coolpix 4300 along with two other 4mp models minolta dimage s414  and panasonic lumix .
nikon,focusing on a display rack about 20 feet away in a brightly lit room during day time  pictures produced by this camera were blurry and in a shade of orange .
nikon,pictures produced by the minolta were orange but not blurry .
nikon,pictures produced by the panasonic were excellent .
nikon,the store clerk concluded that the blurriness may be caused by shaking the camera slightly when i press the button  which is understandable since this camera is lighter than the other two models .
nikon,anyway  i ended up purchasing the lumix .
nikon,i m sure that this camera has all the wonderful features that others talk about .
nikon,however  as an average person with unsteady hands  i doubt it ll perform well in lower light settings .
nikon,i purchased the nikon 4300 after several weeks of searching .
nikon,the value  name  and resolution signed the lease .
nikon,after nearly 800 pictures i have found that this nikon takes incredible pictures .
nikon,the digital zoom takes as good of pictures  as the optical zoom does !
nikon,the inside pics  can be a bit challenging  but when you can instantly delete pics you dont like  that are not focused perfectly  or need lighting adjustments  make this camera very simple and effective .
nikon,i love all of the features  and presets as well .
nikon,sunset feature takes incredible pics in the morning  and the evening !
nikon,the software you get with this camera is perfect .
nikon,touchups  redeye  and so on are very easy to alter  and correct .
nikon,i definately recommend a large memory card .
nikon,i use a 128mb card  and usually get around 70 to 100 pics 1024-1280 res.  with good resolution .
nikon,very large pics take 8mb each !
nikon,battery life is good  although i recommend two rechargebles  or a alkaline backup  for those emergency pics you have to have .
nikon,all and all  i am extremely pleased with this camera .
nikon,making the step from film to digital has been a great move .
nikon,i find myself emailing pics to everyone i know .
nikon,great camera  great investment !
nikon,this is my second digital camera  though i also use one at work and have some experience with several nikon and canon models .
nikon,with an extra battery and a couple of good sized memory cards you are all set for a day of picture taking while on vacation .
nikon,the auto setting does a great job most of the time but there are manual settings for those who want them .
nikon,if something were to happen to my nikon coolpix 4300  i would order another just like it .
nikon,after much research i decided on the nikon coolpix 4300 .
nikon,it takes excellent pics and is very easy to use  if you read the manual .
nikon,if you cant get great pics from this camera its because you havent read the manual .
nikon,the only things i have found that i havent liked is that the lcd is hard to read in daylight but everyone elses is too .
nikon,downloads are a snap and quick .
nikon,controls easy yo use and easy to get to .
nikon,i m extremely glad i bought this camera .
nikon,really happy with this little camera .
nikon,got it for christmas  still learning a few of the settings  but i do nt take pictures every single day .
nikon,settings for just about everything  beautiful pics and beautiful prints .
nikon,i expected the 12x digital zoom to be grainy  but onfull size high to fine quality  the zoomed images are quite impressive .
nikon,did buy a 256mb compact flash  it holds a lot of pics at any resolution .
nikon,i only wish you could get high quality tiff images at all resolutions  but does nt seem any of the buget cameras do .
nikon,still  at least from my perspective  a great camera for the money  and i m a happy camper !
nikon,this is a wonderful camera .
nikon,my wife and i read and read and read reviews on different cameras for months .
nikon,in the end this is the one that we decided upon and since have never had buyer s remorse .
nikon,4 mp gives you room for the future gaining experience ; cost offsets over time from wanting more in a camera  3x optical and the fact that it carries nikon s quality reputation behind it make the whole package prove itself worthwile at the price .
nikon,one neat thing - i have taken some pictures in what i thought would be impossible lighting conditions pitch black rooms - no problem for the camera - rooms looked like they had ample lighting .
nikon,this little camera has created a marriage between myself and nikon. never knew i could love a digital camera so much .
nikon,the software that comes with it is amazing and the online service that comes free is really very neat. clean clear and well focused on over 95 % of all photos taken by a beginner .
