,domain,sentence,aspects
4937,creative,i just used the explorer program to move my songs to my player .,"['i', 'the explorer program', 'my songs', 'my player']"
4938,creative,the explorer program did shut down a couple times while i was renaming titles and changing genres but i did nt have to reboot the computer or anything  just open up explorer again .,"['the explorer program', 'i', 'titles', 'genres', 'i', 'the computer', 'anything', 'explorer']"
4939,creative,it s been so long since i ve had a program not shut down on me in windows that i hardly even noticed that it happened .,"['it', 'i', 'a program', 'me', 'windows', 'i', 'it']"
4940,creative,that s probably a bad thing .,"['that', 'a bad thing']"
4941,creative,the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well .,"['the unit', 'itself', 'i', 'the reset button', 'that', 'a fairly painless process']"
4942,creative,it was always after it finished a process or something  so it did nt cause any file errors .,"['it', 'it', 'a process', 'something', 'it', 'any file errors']"
4943,creative,now that i have all my music on it there has nt been any more problems .,"['i', 'all my music', 'it', 'any more problems']"
4944,creative,the screen is large and bright and has all the info i need where i need it .,"['the screen', 'all the info', 'i', 'i', 'it']"
4945,creative,i have nt tried setting up any playlists yet so i can t comment on any problems there .,"['i', 'any playlists', 'i', 'any problems']"
4946,creative,the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides .,"['the eax mode', 'that', 'the volume', 'the same level', 'any song', 'i', 'my holiday plane rides']"
4947,creative,the little jog dial seems weak and quirky and i hope i do nt figure out a way to break it .,"['the little jog dial', 'i', 'i', 'a way', 'it']"
4948,creative,the dial on the original zen was perfect and i wish it was on this model .,"['the dial', 'the original zen', 'i', 'it', 'this model']"
4949,creative,all in all though i m very happy with my new mp3 player .,"['i', 'my new mp3 player']"
4950,creative,i ll admit that i d own an ipod if i had money to burn  but for the money this is a much better buy .,"['i', 'i', 'i', 'money', 'the money', 'this', 'a much better buy']"
4951,creative,highly recommended !,[]
4952,creative,i purchased the nomad jukebox zen xtra 40gb and it is fantastic !,"['i', 'the nomad jukebox', 'zen xtra', 'it']"
4953,creative,i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver .,"['i', 'windows', 'xp', 'the enclosed software', 'i', 'a message', 'a problem', 'the driver']"
4954,creative,this was quickly and easily fixed by going to the creative web site and downloaded then installed the updated driver .,"['this', 'the creative web site', 'the updated driver']"
4955,creative,i found using the supplied mediasource software very easy .,"['i', 'the supplied mediasource software']"
4956,creative,if you have always on internet or are logged into the internet you can use the feature that will download the album & song id information ( this is a free service ) with the click of a button .,"['you', 'internet', 'the internet', 'you', 'the feature', 'that', 'the album', 'id information', 'this', 'a free service', 'the click', 'a button']"
4957,creative,ripping your songs and creating playlists could nt be any easier .,"['your songs', 'playlists']"
4958,creative,i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer .,"['i', 'mediasource', 'your songs', 'the nomad jukebox', 'windows explorer']"
4959,creative,just highlight the songs you want to transfer from your playlist or music library then click one button and it s done !,"['the songs', 'you', 'your playlist', 'music library', 'one button', 'it']"
4960,creative,being a creative product the playback quality is unbeatable .,"['a creative product', 'the playback quality']"
4961,creative,i use my own mid-priced headphones rather than the enclosed earbuds .,"['i', 'my own mid-priced headphones', 'the enclosed earbuds']"
4962,creative,the sound quality with jazz and pop music is equally superior .,"['the sound quality', 'jazz and pop music']"
4963,creative,actually using the nomad jukebox is easy and uncomplicated .,['the nomad jukebox']
4964,creative,finding a particular song ( s ) or album on the nomad jukebox is fast and easy .,"['a particular song', 'album', 'the nomad jukebox']"
4965,creative,i like to play my music by album and the nomad jukebox plays the songs in the same order as the actual cd .,"['i', 'my music', 'album', 'the nomad jukebox', 'the songs', 'the same order', 'the actual cd']"
4966,creative,the high resolution screen is easy to read and has a backlight .,"['the high resolution screen', 'a backlight']"
4967,creative,i can highly recommend this product because of its ease of use ( hardware and software )  playback quality and value for the price .,"['i', 'this product', 'its ease', 'use', 'hardware', 'software', 'playback quality', 'value', 'the price']"
4968,creative,nice palm sized unit  somewhat bigger then the ipod but not an issue if you re not going to try & jog with it or something .,"['nice palm sized unit', 'not an issue', 'you', 'it', 'something']"
4969,creative,all reviews i ve seen seem to indicate that the creative mp3 jukeboxes have the best sound quality of these 2nd generation jukeboxed ( ipod  archos  dell  samsung ) .,"['all reviews', 'i', 'the creative mp3 jukeboxes', 'the best sound quality', 'these 2nd generation', '( ipod  archos  dell  samsung']"
4970,creative,the eax settings are somewhat superfluous but not really a negative .,['the eax settings']
4971,creative,i ve tried the belkin fm transmitter unit with it & it worked well when i set it on top of a portable radio  but was awful trying to use in the car which is somewhat of a disappointment .,"['i', 'the belkin fm transmitter unit', 'it', 'it', 'i', 'it', 'top', 'a portable radio', 'the car', 'which', 'a disappointment']"
4972,creative,dislikes,['dislikes']
4973,creative,- the controls are much inferior to the simple ipod ones .,"['the controls', 'the simple ipod ones']"
4974,creative,the black fly wheel feels pretty cheap & is uncomfortable to use .,['the black fly wheel']
4975,creative,the locations of various buttons on one side or the other is somewhat illogical,"['the locations', 'various buttons', 'one side']"
4976,creative,- included creative software is pretty poor .,['- included creative software']
4977,creative,red chair s notmad explorer is great & recommended by about every reviewer to repleace the creative jukebox software .,"['red chair s notmad explorer', 'about every reviewer', 'the creative jukebox software']"
4978,creative,note : this will add about $ 30 to the price to purchase  but worth it,"['this', 'the price']"
4979,creative,likes,[]
4980,creative,- great value 40gb vs 10 gb ipod for the price,"['- great value', 'the price']"
4981,creative,after receiving the box from amazon  i proceeded with charging the unit for the specified 4 hours  after which i installed the software and connected the unit to my pc via usb 2.0 .,"['the box', 'amazon  i', 'the unit', 'the specified 4 hours', 'which', 'i', 'the software', 'the unit', 'my pc', 'usb']"
4982,creative,the pc quickly picked up on it and attempted to install the software  which failed  as creative chose not to follow microsoft standards  whatever .,"['the pc', 'it', 'the software', 'which', 'microsoft standards']"
4983,creative,"i then installed the software manually instead  after having to click past about 5 windows of "" please register with us so we can spam your inbox "" .","['i', 'the software', 'about 5 windows', 'us', 'we', 'your inbox']"
4984,creative,at this time  i decided to turn the player on  and much to my surprise it comes with quite the little library of classical music  one of which is a childhood favorite  bach s air .,"['this time', 'i', 'the player', 'my surprise', 'it', 'quite the little library', 'classical music', 'which', 'a childhood favorite  bach s air']"
4985,creative,i tried to play the song three times  with no success .,"['i', 'the song', 'no success']"
4986,creative,it would either not play the song at all  or skip wildly  no matter that the unit was resting on my desk .,"['it', 'the song', 'the unit', 'my desk']"
4987,creative,well  maybe that particular song was just corrupt  so i tried to upload some of my own  after four attempts  at each one the unit locked up and required a reboot  i managed to upload an album  which albeit was surprisingly fast  however when attempting to create a playlist out of my newly uploaded songs  the nomad again froze up and refused to work .,"['that particular song', 'i', 'some', 'four attempts', 'each one', 'the unit', 'i', 'an album', 'which', 'a playlist', 'my newly uploaded songs', 'the nomad']"
4988,creative,i made an additional five attempts at creating a playlist  before packing the unit up and heading over to amazon s product return page .,"['i', 'an additional five attempts', 'a playlist', 'the unit', 'amazon s product return page']"
4989,creative,needless to say  i would nt recommend anyone purchasing this product .,"['i', 'anyone', 'this product']"
4990,creative,had there been strange noises  or obvious defects  i would have accepted a replacement  but this is clearly from a defective and inferior operating system and i for one do not intend on waiting for patches .,"['strange noises', 'obvious defects', 'i', 'a replacement', 'this', 'a defective and inferior operating system', 'i', 'patches']"
4991,creative,charged my battery .,['my battery']
4992,creative,plugged it in .,['it']
4993,creative,installed software .,['installed software']
4994,creative,started ripping and transferring .,[]
4995,creative,if you arent hooked up to cddb to get the album info i guess you have to manually input the stuff  but that little work will save you looking for songs .,"['you', 'cddb', 'the album info', 'i', 'you', 'the stuff', 'little work', 'you', 'songs']"
4996,creative,i ve got 1200 songs on it now and about 4000 more to go .,"['i', '1200 songs', 'it']"
4997,creative,i bought this only to have it break within a month .,"['i', 'this', 'it', 'a month']"
4998,creative,i received this as a gift .,"['i', 'this', 'a gift']"
4999,creative,i had no problems setting up the software and getting my favorite cd s transferred .,"['i', 'no problems', 'the software', 'my favorite cd']"
5000,creative,however  the creative software is not real intuitive .,['the creative software']
5001,creative,the software is somewhat nice to look at  using it is not the easiest .,"['the software', 'it']"
5002,creative,if you want to rename a cd title that you have already transferred  you will become frustrated quite quickly .,"['you', 'a cd title', 'that', 'you', 'you']"
5003,creative,you are better off deleting it  re-ripping it with the new title and then transferring it to the player .,"['you', 'it', 'it', 'the new title', 'it', 'the player']"
5004,creative,transfers are surprisingly quick through usb 2.0 .,"['transfers', 'usb']"
5005,creative,it is great sounding  even with the supplied earbuds .,"['it', 'the supplied earbuds']"
5006,creative,i must have differing preferences than others here  as i prefer the supplied earbuds to the sony s that i thought sounded good on other players .,"['i', 'differing preferences', 'others', 'i', 'the supplied earbuds', 'the sony s', 'that', 'i', 'other players']"
5007,creative,i love the storage in this thing .,"['i', 'the storage', 'this thing']"
5008,creative,i have 100 of my cd s transferred and have nt made a dent in the 30 gb drive .,"['i', 'my cd', 'a dent', 'the 30 gb drive']"
5009,creative,i doubt i will use half of the storage capacity  but you never know .,"['i', 'i', 'half', 'the storage capacity', 'you']"
5010,creative,this is definitely opening up possibilities to obtaining mp3 s in which i would have never purchased the cd .,"['this', 'possibilities', 'mp3 s', 'which', 'i', 'the cd']"
5011,creative,now my dissapointments .,['now my dissapointments']
5012,creative,the description of the warranty is buried on the supplied set up cd .,"['the description', 'the warranty', 'the supplied set up cd']"
5013,creative,the warranty is 90 days .,"['the warranty', '90 days']"
5014,creative,to me this alludes to the manufacturer s confidence that the product will last for a year .,"['me', 'this', 'the manufacturer s confidence', 'the product', 'a year']"
5015,creative,buy the re-seller s extended warranty and save yourself a headache for the problems you will have later  after all it is a hard drive and it will die or have issues over time ( probably sooner than later ) .,"['the re', '-', 'seller s extended warranty', 'yourself', 'a headache', 'the problems', 'you', 'it', 'a hard drive', 'it', 'issues', 'time']"
5016,creative,the scroll wheel  to be blunt  sucks .,"['the scroll wheel', 'blunt  sucks']"
5017,creative,the interface used could be better designed .,['the interface']
5018,creative,i am a software engineer and if i wrote an interface to my software that worked like this  there would be hell to pay  not to mention the ridicule from my peers .,"['i', 'a software engineer', 'i', 'an interface', 'my software', 'that', 'this', 'hell', 'the ridicule', 'my peers']"
5019,creative,and the case  how did this ever make it out of quality control .,"['and the case', 'this', 'it', 'quality control']"
5020,creative,the screen is covered  so to make any new selections you have to open it .,"['the screen', 'any new selections', 'you', 'it']"
5021,creative,the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls  especially the scroll wheel .,"['the cut-outs', 'the controls', 'too much material', 'the way', 'the controls', 'especially the scroll wheel']"
5022,creative,there are no other aftermarket cases available for this model yet  so you have to live with it .,"['no other aftermarket cases', 'this model', 'you', 'it']"
5023,creative,however the main reason i am not satisfied with this product is the fact that it will lock up at odd times .,"['the main reason', 'i', 'this product', 'the fact', 'it', 'odd times']"
5024,creative,i have had it lock up after a transfer of music .,"['i', 'it', 'a transfer', 'music']"
5025,creative,the files are there  but i could not access the player without removing the battery  waiting a short period and re-inserting the battery .,"['the files', 'i', 'the player', 'the battery', 'a short period', 'the battery']"
5026,creative,also have had it lock up when i shut it down to attend to a phone call .,"['it', 'i', 'it', 'a phone call']"
5027,creative,left it set on my desk came back five minutes later and it just wanted to keep playing the same song over and over .,"['it', 'my desk', 'it', 'the same song']"
5028,creative,"could not stop it  could not get out of the "" now playing "" screen .","['it', 'the', 'screen']"
5029,creative,again had to remove the battery .,['the battery']
5030,creative,there have been other occurrences of locking  but i will not bore you with the details .,"['other occurrences', 'i', 'you', 'the details']"
5031,creative,quite simply  the firmware and / or the os that control this thing is not ready for prime time .,"['quite simply  the firmware', 'the os', 'prime time']"
5032,creative,"there have also been times that the unit has been turned off for some period of time  upon powering it up it starts on the "" now playing "" screen with a song or cd that i had been playing days before .","['times', 'the unit', 'some period', 'time', 'it', 'it', 'screen', 'a song', 'cd', 'that', 'i', 'days']"
5033,creative,i have nt quite figured this one out yet  but it is probably operator error .,"['i', 'this one', 'it', 'operator error']"
5034,creative,now i have not owned other mp3 players as i was waiting until they matured  but since i received it as a gift i now have this one .,"['i', 'other mp3 players', 'i', 'they', 'i', 'it', 'a gift', 'i', 'this one']"
5035,creative,i would suspect that there are similar problems with all of the other brands as this is somewhat new technology .,"['i', 'similar problems', 'all', 'the other brands', 'this', 'somewhat new technology']"
5036,creative,and we all know about the rush to market on new products .,"['we', 'all', 'the rush', 'market', 'new products']"
5037,creative,i have had this player for 2 weeks  i will be returning it for an exchange in the hopes that the locking problem and scroll wheel are problems with this particular unit .,"['i', 'this player', '2 weeks', 'i', 'it', 'an exchange', 'the hopes', 'the locking problem', 'scroll wheel', 'problems', 'this particular unit']"
5038,creative,while i am at the store i will definitely get the extended warranty as i have another day or so ( from the purchase date ) to obtain one .,"['i', 'the store', 'i', 'the extended warranty', 'i', 'another day', 'the purchase date']"
5039,creative,"i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it  since creative will only warrant it for 90 days - which in itself is totally ridiculous !","['i', 'this unit', 'problems', 'the future', 'the 2 year', 'no questions', 'replacement warranty', 'it', '90 days', 'which', 'itself']"
5040,creative,this is my second creative labs mp3 player  and it is definitely a fine product .,"['this', 'my second creative labs', 'player', 'it', 'a fine product']"
5041,creative,first let me give you the bad things :,"['me', 'you', 'the bad things']"
5042,creative,1 . the size is a little bit bigger than the ipod  and it weighs a little bit more .,"['the size', 'it']"
5043,creative,2 . the scroll button is nt the best  as it sometimes can be hard to select .,"['the scroll button', 'it']"
5044,creative,3 . that s pretty much all the negatives the positive things truly outnumber the negatives  and the negatives are nt that bad .,"['that', 'the positive things', 'the negatives', 'the negatives']"
5045,creative,first of all the player s sound quality is superior to the ipod .,['all the player s sound quality']
5046,creative,the player s software is very easy to use and very good .,['the player s software']
5047,creative,compared to musicmatch  the software has a better filing system and easier to use .,"['the software', 'a better filing system']"
5048,creative,if you purchase this product  definitely rip your songs through windows media player .,"['you', 'this product', 'your songs', 'windows media player']"
5049,creative,otherwise  you ll have to mess around a lot with filenames inside the ( decent ) nomad explorer  which is not fun at all .,"['you', 'filenames', 'the ( decent ) nomad explorer', 'which']"
5050,creative,this thing seriously is a good player though .,"['this thing', 'a good player']"
5051,creative,summary,[]
5052,creative,overall i like the unit .,"['i', 'the unit']"
5053,creative,if it were not for that i would have given it 4 .,"['it', 'i', 'it']"
5054,creative,1 ) price / gb of storage,"['1 ) price / gb', 'storage']"
5055,creative,2 ) storage capacity,['2 ) storage capacity']
5056,creative,3 ) user replaceable battery,['3 ) user']
5057,creative,2 ) scroll button / switch,['2 ) scroll button']
5058,creative,3 ) the case hides the display - you have to open it to see what you are doing .,"['the case', 'the display', 'you', 'it', 'what', 'you']"
5059,creative,features that would have been nice :,"['features', 'that']"
5060,creative,1 ) fm receiver - some models out there have this .,"['1 ) fm receiver - some models', 'this']"
5061,creative,2 ) fm transmitter - so you can place the unit in your car and listen to the unit through your car stereo .,"['2 ) fm transmitter', 'you', 'the unit', 'your car', 'the unit', 'your car stereo']"
5062,creative,they sell an adapter unit to use with your car s cassette deck .,"['they', 'an adapter unit', 'your car s cassette deck']"
5063,creative,but who wants the wires involved .,"['who', 'the wires']"
5064,creative,a short range fm transmitter would be much nicer .,['a short range fm transmitter']
5065,creative,i believe the napster mp3 player has this feature .,"['i', 'the napster', 'this feature']"
5066,creative,details :,['details']
5067,creative,do nt drop this unit :,['this unit']
5068,creative,i ve had the player for about a month now .,"['i', 'the player', 'about a month']"
5069,creative,as mentioned above i broke the player within the 1st 10 days .,"['i', 'the player', 'the 1st 10 days']"
5070,creative,i was sitting on a train and it fell off my lap and broke .,"['i', 'a train', 'it', 'my lap']"
5071,creative,i think it fell right on the earphone plug when it fell ( murphy strikes again ) .,"['i', 'it', 'the earphone plug', 'it']"
5072,creative,i was able to return it to the retailer where i bought it and got a replacement .,"['i', 'it', 'the retailer', 'i', 'it', 'a replacement']"
5073,creative,if you are going to need a player that is rugged this may not be the one for you .,"['you', 'a player', 'that', 'this', 'the one', 'you']"
5074,creative,i purchased the extended warranty ( something i almost never do ) when i returned the unit to get the replacement .,"['i', 'the extended warranty', 'something', 'i', 'i', 'the unit', 'the replacement']"
5075,creative,updating the unit s firmware :,['the unit s firmware']
5076,creative,when i first purchased the unit i downloaded the firmware update that was available on their website .,"['i', 'the unit', 'i', 'the firmware update', 'that', 'their website']"
5077,creative,the upgrade went smoothly and was easy to do if you can follow directions .,"['the upgrade', 'you', 'directions']"
5078,creative,i would recommend doing the upgrade to be sure you have the best chance at trouble free operation .,"['i', 'the upgrade', 'you', 'the best chance', 'trouble free operation']"
5079,creative,storage :,['storage']
5080,creative,the storage capacity is great .,['the storage capacity']
5081,creative,i do nt think i will ever use the full 30gb .,"['i', 'i', 'the full 30gb']"
5082,creative,i currently have ~ 1100 songs encoded mostly at 196 kpbs and i have nt even used 10gb of storage yet .,"['i', '1100 songs', '196 kpbs', 'i', '10gb', 'storage']"
5083,creative,i m starting to listen to cd s that i have nt listened to in years now that i have them all handy in one place .,"['i', 'cd s', 'that', 'i', 'years', 'i', 'them', 'one place']"
5084,creative,for those out there that are not familiar with mp3 encoding  you can encode your cd s at varying quality levels .,"['those', 'that', 'you', 'your cd', 'varying quality levels']"
5085,creative,typically people use 96kbs to 320 kps.,"['people', '96kbs', '320 kps']"
5086,creative,the higher the number the better the quality ( less data compression is used ) and the larger the file size .,"['the higher the number', 'the quality', '( less data compression', 'the larger the file size']"
5087,creative,if you decide to encode at 320 you will fit less on this device than someone who encodes at 128kps .,"['you', 'you', 'this device', 'someone', 'who']"
5088,creative,you should consider this when deciding what bit rate you want to use and how much you want to put on the player .,"['you', 'this', 'what bit rate', 'you', 'you', 'the player']"
5089,creative,if you re someone who wants to put 10000 songs on this thing you may want to encode at the lower end ( typically 128 is considered close to cd quality ).,"['you', 'someone', 'who', '10000 songs', 'this thing', 'you', 'the lower end', 'cd quality']"
5090,creative,price :,['price']
5091,creative,the price compared to the ipod is great .,['the price']
5092,creative,price  along with the replaceable battery ( which i understand apple charges a small fortune to replace - as well as the hassle of returning it ) were the two main factors on why i picked the nomad .,"['price', 'the replaceable battery', 'which', 'i', 'apple', 'a small fortune', 'it', 'the two main factors', 'i', 'the nomad']"
5093,creative,one word of caution with regards to using the nomad with itunes .,"['one word', 'caution', 'regards', 'the nomad', 'itunes']"
5094,creative,i discovered this weekend that itunes does not sell mp3 s in the mp3 format .,"['i', 'itunes', 'mp3 s', 'the mp3 format']"
5095,creative,it using something called ac3 ( at least the trial song i purchased was in this format ) which is not a compatible format for the nomad .,"['it', 'something', 'ac3', '( at least the trial song', 'i', 'this format', 'which', 'a compatible format', 'the nomad']"
5096,creative,i have nt figured out if this is the case for all the songs on itunes .,"['i', 'this', 'the case', 'all the songs', 'itunes']"
5097,creative,but for now it appears that this player does nt play well with itunes .,"['it', 'this player', 'itunes']"
5098,creative,scroll bar :,['scroll bar']
5099,creative,the scroll bar is a bit of a pain .,"['the scroll bar', 'a bit', 'a pain']"
5100,creative,sometimes you skip past things or have to press it twice to select items .,"['you', 'past things', 'it', 'items']"
5101,creative,it s not the end of the world  but a better design sure would be nice .,"['it', 'the end', 'the world', 'a better design']"
5102,creative,software :,['software']
5103,creative,i ve had no problems with the software .,"['i', 'no problems', 'the software']"
5104,creative,the software will convert your cd s to mp3 and put them on the player as well as your hard disk if you want it to .,"['the software', 'your cd', 'them', 'the player', 'your hard disk', 'you', 'it']"
5105,creative,my 2.6 mhz pentium 4 with usb 2.0 was able to perform the task pretty quickly ( i would estimate ~ 5 - 8 minutes per cd ).,"['my 2.6 mhz pentium', 'usb', 'the task', 'i', '5 - 8 minutes', 'cd']"
5106,creative,through the software you can classify songs in genres .,"['the software', 'you', 'songs', 'genres']"
5107,creative,the software comes with plenty of defaults genres .,"['the software', 'plenty', 'defaults genres']"
5108,creative,you can also create your own if you do nt like their classifications .,"['you', 'you', 'their classifications']"
5109,creative,you can edit the genres once the songs are on the play if you decide to re-classify things later .,"['you', 'the genres', 'the songs', 'the play', 'you', 'things']"
5110,creative,this can be done on a song by song basis or in mass .,"['this', 'a song', 'song basis', 'mass']"
5111,creative,in addition  you can create play lists where you can create the equivalent to a compilation cd right on your player .,"['addition', 'you', 'play lists', 'you', 'the equivalent', 'a compilation cd', 'your player']"
5112,creative,this is pretty cool .,['this']
5113,creative,sound :,['sound']
5114,creative,the sound from the player is ok .,"['the sound', 'the player']"
5115,creative,i was a little disappointed in the low end .,"['i', 'the low end']"
5116,creative,i did buy separate headphones as other have recommended .,"['i', 'separate headphones']"
5117,creative,i was able to improve things a bit by using the units equalizer and boosting the base .,"['i', 'things', 'the units', 'the base']"
5118,creative,the sound level is also not as high as i would have expected .,"['the sound level', 'i']"
5119,creative,it s probably good for the health of your ears  however i consistently play it near the high end of the volume range ( and my hearing is fine ).,"['it', 'the health', 'your ears', 'i', 'it', 'the high end', 'the volume range', 'my hearing']"
5120,creative,wow  dennis sure is great !,['dennis']
5121,creative,slowly yet surely my unit engorged as i read my own review  similar to when i look in the mirror .,"['my unit', 'i', 'my own review', 'i', 'the mirror']"
5122,creative,this thing is great  i like to use it to pick up tough stains on my countertop and also to listen to my old 8-track records .,"['this thing', 'i', 'it', 'tough stains', 'my countertop', 'my old 8-track records']"
5123,creative,sometimes when i get really lonely  i like to put on some kenny g and light some candles  and while this does nt help  i am a capitalist pig and like buying things too  nah mean ! ?,"['i', 'i', 'some kenny g', 'some candles', 'this', 'i', 'a capitalist pig', 'things']"
5124,creative,"i did have some problems figuring out how to turn the unit on  but creative did a good job with this  as they had a clearly labled "" on "" button that i found when i left my cellar for the first time in years .","['i', 'some problems', 'the unit', 'a good job', 'this', 'they', 'button', 'that', 'i', 'i', 'my cellar', 'the first time', 'years']"
5125,creative,there was very little light in there .,['very little light']
5126,creative,anyway  im gon na go find dennis now  have a nice day ! ! !,"['i', 'dennis', 'a nice day']"
5127,creative,i got my zen xtra a little bit more then a week ago .,"['i', 'my zen xtra']"
5128,creative,it was not my first choice .,"['it', 'my first choice']"
5129,creative,i have done a lot of research before i decided to buy the nomad zen xtra .,"['i', 'a lot', 'research', 'i', 'the nomad zen xtra']"
5130,creative,one good thing  it is 40 gb of disk space ( well  it is 38 gb in reality ) .,"['one good thing', 'it', '40 gb', 'disk space', 'it', '38 gb', 'reality']"
5131,creative,for the price and features it is really good .,"['the price', 'it']"
5132,creative,one thing  before buying this player i have called the creative tech. support and asked them if i can navigate by folders beside artist / album and answer was yes .,"['one thing', 'this player', 'i', 'the creative tech', 'support', 'them', 'i', 'folders', 'artist / album', 'answer']"
5133,creative,sure enough there is no such ability .,['no such ability']
5134,creative,not sure  if customer rep. did not know the product exactly  it is still new or they just give an anser which users would like to hear .,"['customer rep', '.', 'the product', 'it', 'they', 'an anser', 'which', 'users']"
5135,creative,in any case  navigation by artist / album is ok however i miss an ability to navigate by folders .,"['any case  navigation', 'artist / album', 'i', 'an ability', 'folders']"
5136,creative,you even can not navigate by genre / artist / album since under genre you get just all tracks in that genre  no other division .,"['you', 'genre / artist / album', 'genre', 'you', 'just all tracks', 'that genre', 'no other division']"
5137,creative,creative is talking about updating it via firmware  however after following some while the descussion groups for nomad players  looks like creative represents mostly bug fixes in their firmware updates  not too much of new features .,"['it', 'firmware', 'some', 'the descussion groups', 'nomad players', 'fixes', 'their firmware updates', 'new features']"
5138,creative,the software  which comes with player is not good at all .,"['the software', 'which', 'player']"
5139,creative,i did not managed to make creative nomad explorer to work .,"['i', 'creative nomad explorer']"
5140,creative,after installing it and trying to make it working for 30 minutes i went and bought notmad .,"['it', 'it', '30 minutes', 'i', 'notmad']"
5141,creative,notmad worked right away after install and it is what i would like to see from the product .,"['notmad', 'install', 'it', 'what', 'i', 'the product']"
5142,creative,transfer files is easy using notmad  however again  would be great if nomad supported folders like iriver  rca lyra and some other .,"['transfer files', 'notmad', 'nomad', 'folders', 'iriver  rca lyra']"
5143,creative,often i fill i need to have better organization for the library and there is not enought of variables .,"['i', 'i', 'better organization', 'the library', 'variables']"
5144,creative,artist  album and genre are only mp3 tags which are supported buy this player  and if you have 100 artists would be good to have another subcategory .,"['artist  album', 'genre', 'tags', 'which', 'this player', 'you', '100 artists', 'another subcategory']"
5145,creative,after all those players have 40-60 gb of hard drive  so better organization is required .,"['all those players', '40-60 gb', 'hard drive', 'so better organization']"
5146,creative,the bottom line  i ll still watch the progress of iriver hdd players and if they produce 40 gb player i ll will sell my nomad and buy iriver .,"['i', 'the progress', 'iriver hdd players', 'they', '40 gb player', 'i', 'my nomad', 'iriver']"
5147,creative,i downloaded the trial version  and after less than 10 minutes of using it  decided it was well worth the price .,"['i', 'the trial version', 'less than 10 minutes', 'it', 'it']"
5148,creative,so yes  as with all software bundled with creative products  it was useless and ugly .,"['all software', 'creative products', 'it']"
5149,creative,for once  though  this 3rd party software is excellent .,['this 3rd party software']
5150,creative,dont let the bad reviews of the software change your mind .,"['the bad reviews', 'the software', 'your mind']"
5151,creative,zens rule .,['zens rule']
5152,creative,originally i wanted the ipod .,['i']
5153,creative,most people probably wanted the ipod before realizing that a vast array of full-featured viable alternatives exist .,"['most people', 'a vast array', 'full-featured viable alternatives']"
5154,creative,"i like the way apple is innovative  but let s face it - they can t be the only one with an idea to enclose a 2.5 "" hd within an aluminum case in a stylish package for long  especially after the buzz is out of their little techie pod .","['i', 'the way', 'apple', 's', 'it', 'they', 'an idea', 'an aluminum case', 'a stylish package', 'the buzz', 'their little techie pod']"
5155,creative,the 30gb zen xtra rocks my socks  spills my beer  but does nt wash my car .,"['the 30gb zen xtra', 'my socks', 'my beer', 'my car']"
5156,creative,so what ?,['so what']
5157,creative,i can do that myself .,"['i', 'that']"
5158,creative,longer battery life  greater accessibility to online music services  and pc compatibility are the sensibilities .,"['longer battery life', 'greater accessibility', 'online music services', 'pc compatibility', 'the sensibilities']"
5159,creative,the visceral teases include the case  the sound quality  and the capacity .,"['the visceral teases', 'the case', 'the sound quality', 'the capacity']"
5160,creative,i have nt checked the resilience of my xtra yet  and do nt plan to .,"['i', 'the resilience', 'my xtra']"
5161,creative,however  if anyone has participated in violent or extreme sports while using their zen  please share your experiences .,"['anyone', 'violent or extreme sports', 'their zen', 'your experiences']"
5162,creative,i m considering using mine as a distraction to winter boredom in the paintball fields .,"['i', 'mine', 'a distraction', 'winter boredom', 'the paintball fields']"
5163,creative,it can get pretty lonely out there .,['it']
5164,creative,i just purchased this player and i have to say that i love it .,"['i', 'this player', 'i', 'i', 'it']"
5165,creative,the only thing the ipod has over the nomad is the style  size  and ease of use .,"['the only thing', 'the ipod', 'the nomad', 'the style  size', 'ease', 'use']"
5166,creative,i only have one question  when i add tracks to my nomad  via nomad explorer  they are automatically put in alphebetical order  rather than album order .,"['i', 'one question', 'i', 'tracks', 'my nomad', 'nomad explorer', 'they', 'alphebetical order', 'album order']"
5167,creative,is this possible to fix  if so how  if not does notmad explorer from red chair software do this ?,"['this', 'notmad explorer', 'red chair software', 'this']"
5168,creative,i would like album order for my live albums and was just wondering .,"['i', 'album order', 'my live albums']"
5169,creative,thank you very much  and go out and get yourself a nomad !,"['you', 'yourself', 'a nomad']"
5170,creative,wow .. .,[]
5171,creative,want the laundry list of reasons why ?,"['the laundry list', 'reasons']"
5172,creative,of course you do !,"['course', 'you']"
5173,creative,b ) the screen is hard to read -- the cover hides it an already annoying poorly lit display,"['the screen', 'the cover', 'it', 'an already annoying poorly lit display']"
5174,creative,c ) the scroll bar is a travesty -- enough said,"['the scroll bar', 'a travesty']"
5175,creative,d ) software is another great misfortune -- hard to operate  crashes frequently  screwed my music library up  doesnt work with mp4s  the list goes on and on,"['software', 'another great misfortune', 'crashes', 'my music library', 'mp4s', 'the list']"
5176,creative,e ) the case is too small -- it took me like a half hour just to get this monstrosity to fit in its cage,"['the case', 'it', 'me', 'a half hour', 'this monstrosity', 'its cage']"
